StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Unnamed: 12
9373.0,approx 8.2,2.0,,,87.0,4.8,T,Yes,,85.0,,
1413.0,7.4,One,1.0,3.0,,4.0,No,No,55.0,70.0, NotPlaced ,
9240.0,-6.7,1.0,,,82.0,4.7,1,Yes,71.0,, NotPlaced ,
1105.0,7.5,0.0,1.0,1.0,,3.6,No,No,63.0,72.0, NotPlaced ,
984.0,8.4,,3.0,2.0,90.0,4.8,no,,80.0,78.0, Placed ,
,7.7,,2.0,,78.0,3.8,False,Yes,61.0,70.0, NP ,
6774.0,8.4,0.0,1.0,,,4.2,no,Yes,74.0,82.0, NotPlaced ,
4093.0,8.2,2.0,3.0,,80.0,4.3,No,Yes,,82.0,,
5125.0,7.7,0.0,1.0,,65.0%,4.6,No,,58.0,59.0,,
,6.6,1.0,1.0,1.0,85.0,4.0,yes,Yes,,62.0, Placed ,
4778.0,missing,1.0,1.0,0.0,,4.8,,Yes,68.0,68.0, placed ,
8251.0,approx 7.5,1.0,1.0,,79.0,3.9,Yes,No,55.0,73.0, Not Placed ,
8406.0,8.0,2.0,,2.0,80.0,4.6,N,No,,61.0, Yes ,
4391.0,approx 8.2,1.0,3.0,2.0,85.0,4.6,no,Yes,76.0,85.0, NotPlaced ,
,8.4,1.0,,2.0,76.0%,3.7,N,Yes,55.0,, PLACED ,
7084.0,,0.0,3.0,0.0,-1,4.8,Yes,Yes,76.0,80.0, Unemployed ,
4437.0,85.0,1.0,,2.0,,4.7,,Yes,75.0,,,
7605.0,8.0,0.0,3.0,2.0,90.0,4.8,Yes,Yes,,82.0, P ,
1459.0,,1.0,1.0,0.0,65.0,3.5,Yes,Yes,55.0,, NotPlaced ,
8249.0,8.4,1.0,3.0,2.0,80.0,,True,Yes,72.0,73.0, Employed ,
661.0,74.0,1.0,1.0,1.0,73.0,,,No,,63.0, NotPlaced ,
6889.0,7.6,1.0,1.0,1.0,80.0,,,Yes,59.0,75.0, P ,
5837.0,8.2,1.0,1.0,,88.0,3.9,no,Yes,66.0,64.0, NotPlaced ,
9938.0,6.5,One,2.0,1.0,63.0,,F,No,55.0,61.0, Yes ,
,missing,One,2.0,,68.0,4.4,No,No,55.0,, placed ,
7843.0,approx 7.9,Two,,2.0,76.0,4.5,True,No,87.0,, Idle ,
346.0,missing,One,1.0,1.0,,3.6,,Yes,58.0,68.0, NotPlaced ,
7569.0,7.4,One,1.0,1.0,70.0,3.5,,Yes,57.0,61.0, NotPlaced ,
3162.0,7.3,0.0,,,83.0,4.3,,No,73.0,74.0, NotPlaced ,
4377.0,6.5,1.0,2.0,0.0,,,yes,Yes,80.0,64.0, placed ,
270.0,,,2.0,,65.0%,4.1,no,No,56.0,58.0, Employed ,
4102.0,7.4,One,3.0,0.0,81.0,4.6,no,Yes,,71.0, NotPlaced ,
508.0,6.9,2.0,,0.0,-1,4.0,Y,,59.0,61.0, NotPlaced ,
7718.0,8.2,1.0,2.0,2.0,-1,4.0,True,,58.0,63.0,,
,7.6,1.0,2.0,1.0,,,N,Yes,75.0,88.0, Job ,
1687.0,8.1,,1.0,0.0,80.0,4.6,no,No,,58.0, Unemployed ,
7159.0,,0.0,,0.0,,3.7,,No,55.0,, NotPlaced ,
8075.0,8.5,2.0,1.0,2.0,,4.8,Y,,78.0,, No ,
4905.0,8.1,,3.0,2.0,-1,4.4,T,Yes,77.0,86.0, Yes ,
8733.0,,2.0,3.0,2.0,90.0,4.8,,,77.0,85.0, Unplaced ,
,7.6,One,2.0,1.0,-1,4.4,no,Yes,64.0,68.0, PLACED ,
1047.0,77.0,,3.0,,87.0,4.4,Yes,Yes,,, NotPlaced ,
,8.1,One,1.0,0.0,84.0,3.7,,No,,64.0, Yes ,
4143.0,8.4,,1.0,0.0,,,No,Yes,57.0,68.0,,
6098.0,7.0,,,1.0,69.0,,No,Yes,55.0,70.0,,
7279.0,7.6,,3.0,0.0,80.0%,4.4,,Yes,83.0,74.0,,
1075.0,81.0,2.0,3.0,2.0,,,False,Yes,80.0,88.0, Placed ,
2178.0,missing,2.0,3.0,2.0,-1,4.8,,Yes,81.0,88.0, placed ,
64.0,6.6,1.0,2.0,1.0,72.0%,,No,No,55.0,, Employed ,
1902.0,8.2,,3.0,,,3.9,,Yes,61.0,, Employed ,
6917.0,missing,One,1.0,1.0,70.0%,3.5,False,Yes,60.0,75.0, PLACED ,
8519.0,7.5,1.0,1.0,1.0,74.0,4.5,,Yes,,78.0, NotPlaced ,
5881.0,6.5,,,2.0,80.0,4.3,No,Yes,,77.0, NotPlaced ,
8539.0,7.7/10,1.0,,,-1,,yes,No,,66.0,,
3383.0,,Zero,3.0,0.0,-1,4.6,Yes,Yes,87.0,88.0,,
,7.4,,2.0,1.0,71.0,4.7,N,Yes,79.0,, NotPlaced ,
2640.0,8.4,2.0,,2.0,90.0,4.8,No,Yes,,78.0,,
6706.0,8.2,,,2.0,,4.7,True,Yes,64.0,84.0, No ,
5568.0,7.5,One,3.0,0.0,83.0,4.1,yes,Yes,78.0,81.0, Placed ,
9008.0,6.7,,1.0,1.0,85.0,4.2,Yes,Yes,68.0,64.0, NP ,
,7.8,1.0,3.0,2.0,87.0%,4.8,T,Yes,67.0,88.0, Employed ,
1666.0,8.6,1.0,2.0,0.0,,,yes,Yes,74.0,76.0, Placed ,
7370.0,7.3,1.0,1.0,1.0,74.0,,0,,55.0,66.0, Employed ,
7669.0,7.5,Zero,,0.0,70.0,4.1,,,55.0,67.0, Idle ,
9111.0,,Two,3.0,2.0,,4.8,,,86.0,82.0, No ,
1889.0,,0.0,2.0,0.0,Score: 81.0,4.2,F,,56.0,, P ,
4000.0,missing,2.0,2.0,2.0,85.0,3.9,,Yes,60.0,, Placed ,
4989.0,,One,1.0,1.0,68.0,4.6,Yes,No,,65.0, NotPlaced ,
1908.0,7.6,One,1.0,1.0,,3.3,,,58.0,61.0, NP ,
,-6.9,1.0,1.0,1.0,65.0,4.4,True,Yes,62.0,71.0,,
9998.0,8.4,1.0,3.0,,70.0,,Yes,Yes,,81.0, Placed ,
8893.0,70.0,One,1.0,1.0,62.0,3.4,No,No,,63.0, Employed ,
,-7.2,,2.0,3.0,78.0,4.5,True,Yes,70.0,74.0, NotPlaced ,
1838.0,,1.0,2.0,1.0,72.0,4.3,,,57.0,, placed ,
2415.0,7.4,1.0,3.0,0.0,78.0,4.6,Yes,Yes,,, No ,
,approx 7.4,1.0,2.0,,Score: 72.0,,,Yes,81.0,, Placed ,
8911.0,77.0,1.0,3.0,0.0,Score: 71.0,,T,Yes,80.0,, PLACED ,
8471.0,7.6,One,2.0,1.0,88.0,4.2,Yes,Yes,73.0,86.0,,
4940.0,,1.0,,0.0,,,,,75.0,85.0, Employed ,
5793.0,7.6,1.0,2.0,1.0,,4.8,yes,Yes,72.0,81.0, Placed ,
,7.7,0.0,2.0,,71.0,,F,Yes,,73.0,,
4262.0,,Zero,1.0,1.0,63.0,3.5,T,,56.0,68.0,,
,,1.0,2.0,1.0,84.0,4.3,Yes,Yes,77.0,83.0,,
2826.0,6.5/10,One,2.0,1.0,74.0,3.2,,No,59.0,, P ,
,7.6,1.0,2.0,1.0,72.0,3.8,No,Yes,55.0,67.0, No ,
7624.0,,1.0,1.0,,73.0,4.2,Yes,No,66.0,87.0, placed ,
8561.0,6.6,1.0,1.0,0.0,72.0,3.2,0,Yes,55.0,, NotPlaced ,
1653.0,7.6,Two,,2.0,,4.8,Yes,No,76.0,85.0,,
8596.0,,0.0,,1.0,,4.0,no,Yes,,67.0, No ,
7317.0,8.3,Two,3.0,2.0,84.0,4.7,Yes,Yes,68.0,80.0, Placed ,
6593.0,7.6,,,,86.0,4.7,Yes,No,78.0,81.0, Not Placed ,
4079.0,74.0,1.0,2.0,0.0,71.0,,False,Yes,,70.0, NotPlaced ,
8837.0,7.9,One,2.0,1.0,86.0%,4.4,yes,,83.0,67.0, NotPlaced ,
1043.0,-8.3,,,2.0,90.0,,,Yes,72.0,,,
3816.0,7.8,1.0,1.0,,90.0,4.0,Yes,Yes,71.0,83.0, No ,
7976.0,8.7,2.0,3.0,2.0,90.0,4.8,No,Yes,77.0,82.0, NotPlaced ,
,7.6,,1.0,,72.0,4.2,Yes,,57.0,67.0, NotPlaced ,
8077.0,approx 8.2,Two,3.0,2.0,88.0%,4.5,T,Yes,77.0,83.0,,
6623.0,8.6,One,2.0,0.0,85.0,4.2,False,Yes,71.0,67.0, Placed ,
864.0,,,3.0,0.0,,,No,,64.0,81.0, Employed ,
5508.0,7.0,1.0,2.0,0.0,67.0,3.5,Yes,Yes,55.0,63.0, NotPlaced ,
2833.0,7.2/10,,3.0,2.0,80.0,4.6,Y,,DATA_SHIFT_ERROR,79.0, Placed ,
9062.0,7.6,,,0.0,85.0,,F,Yes,81.0,83.0,,
3191.0,,1.0,2.0,0.0,Score: 69.0,4.4,No,Yes,,63.0, Unplaced ,
917.0,6.5,1.0,1.0,1.0,,4.0,No,Yes,55.0,66.0, Unplaced ,
485.0,6.5,One,1.0,0.0,74.0,3.9,yes,No,70.0,67.0, Placed ,
7404.0,7.5,2.0,3.0,0.0,81.0%,4.8,Yes,Yes,,80.0, Employed ,
5830.0,7.8,,,,85.0,,No,Yes,80.0,,,
8409.0,approx 8.2,1.0,3.0,2.0,Score: 81.0,4.8,,Yes,75.0,83.0,,
4635.0,8.0,Zero,1.0,,75.0,,,,67.0,84.0, NotPlaced ,
,7.5,One,2.0,,-1,4.8,Yes,Yes,,, P ,
6557.0,7.1/10,1.0,,2.0,,,,,55.0,66.0, Yes ,
4209.0,6.5,0.0,2.0,1.0,84.0%,4.8,No,Yes,,84.0, Job ,
9304.0,7.7,Zero,,1.0,,4.2,No,No,56.0,68.0, NotPlaced ,
9787.0,74.0,1.0,1.0,1.0,,3.6,,No,55.0,, PLACED ,
1817.0,,Two,,2.0,90.0,4.8,No,Yes,76.0,83.0, Placed ,
9740.0,8.3,2.0,,0.0,90.0,4.8,Yes,Yes,84.0,86.0, Unemployed ,
5284.0,8.2,,,2.0,87.0,4.3,Yes,,,, NotPlaced ,
2560.0,8.4,One,3.0,2.0,-1,4.8,F,Yes,87.0,, No ,
,,0.0,2.0,1.0,,3.2,Y,,62.0,, placed ,
8779.0,,,,0.0,,4.8,T,No,62.0,67.0, Placed ,
5268.0,8.2,2.0,3.0,2.0,90.0,4.8,Yes,Yes,83.0,87.0, Idle ,
,8.6,,3.0,,78.0,4.7,Yes,Yes,75.0,, Placed ,
6710.0,8.1,,1.0,,-1,,Yes,No,75.0,80.0,,
3705.0,7.1,,1.0,1.0,69.0,,,,55.0,, NotPlaced ,
,6.5,,,1.0,81.0,,Yes,Yes,55.0,69.0, Yes ,
,8.0,0.0,3.0,2.0,,4.7,1,,77.0,82.0, placed ,
651.0,,1.0,3.0,0.0,90.0,4.8,No,,83.0,83.0,,
6772.0,8.0,2.0,3.0,,75.0,,No,Yes,70.0,82.0, PLACED ,
,7.2,0.0,1.0,,,3.8,Yes,Yes,55.0,59.0, Idle ,
5472.0,,1.0,,1.0,71.0,4.7,T,Yes,55.0,58.0, NotPlaced ,
6631.0,,1.0,1.0,1.0,76.0,4.5,False,Yes,55.0,74.0, NotPlaced ,
647.0,,2.0,3.0,2.0,90.0%,4.6,,Yes,82.0,87.0,,
,,0.0,1.0,,,4.3,No,No,67.0,80.0, No ,
890.0,7.6,1.0,3.0,1.0,,4.8,No,No,DATA_SHIFT_ERROR,82.0, No ,
3513.0,6.5,One,,0.0,76.0,4.4,Yes,No,55.0,67.0, NotPlaced ,
,7.7,1.0,2.0,2.0,88.0,4.6,F,,77.0,72.0,,
9843.0,7.7,,3.0,,Score: 87.0,4.8,1,Yes,57.0,83.0, NotPlaced ,
2992.0,missing,1.0,2.0,1.0,Score: 75.0,4.3,Yes,Yes,80.0,67.0, NP ,
1999.0,7.5,,1.0,1.0,73.0,4.7,True,,61.0,, placed ,
,7.6,Zero,1.0,1.0,70.0,4.1,Yes,Yes,,68.0, Unemployed ,
,8.4,1.0,,,81.0,3.8,T,Yes,72.0,,,
704.0,7.7/10,1.0,2.0,0.0,78.0,3.6,Yes,Yes,64.0,81.0,,
2522.0,-8.1,1.0,1.0,2.0,76.0,4.0,F,Yes,71.0,71.0,,
6354.0,6.7,0.0,,0.0,,4.2,,,62.0,67.0, NotPlaced ,
,8.3,2.0,3.0,2.0,90.0,,,Yes,80.0,84.0, Employed ,
2712.0,8.5,2.0,,,Score: 90.0,4.7,Yes,,80.0,84.0, Idle ,
,8.3,2.0,,2.0,-1,4.8,True,,,88.0, Placed ,
5959.0,8.3/10,1.0,1.0,0.0,,,0,Yes,55.0,65.0, NP ,
9835.0,7.6,,3.0,3.0,82.0,4.5,no,,71.0,67.0, Placed ,
5366.0,8.5,0.0,,0.0,79.0,,True,No,72.0,74.0, Not Placed ,
2698.0,,Two,2.0,2.0,77.0,4.0,False,Yes,84.0,81.0, Unplaced ,
,approx 8.4,,3.0,,-1,4.1,False,,,64.0, NotPlaced ,
128.0,7.4,0.0,1.0,,79.0%,4.3,F,No,63.0,73.0, Unemployed ,
2543.0,8.4,1.0,3.0,2.0,90.0,4.8,Yes,,85.0,, Employed ,
3262.0,7.1,0.0,1.0,0.0,69.0,4.2,No,Yes,DATA_SHIFT_ERROR,57.0,,
,7.4,,3.0,1.0,-1,4.4,1,No,63.0,76.0, Yes ,
5490.0,8.6,,3.0,,,4.8,Yes,,84.0,79.0, Placed ,
,7.0,1.0,1.0,2.0,83.0,,Yes,Yes,83.0,80.0, No ,
7053.0,7.9,Two,3.0,2.0,90.0,4.5,Yes,No,,84.0, NotPlaced ,
7839.0,74.0,,3.0,2.0,90.0,4.0,True,Yes,71.0,83.0, Placed ,
9099.0,7.8,,3.0,1.0,79.0,3.7,No,No,55.0,67.0, placed ,
6111.0,7.6,One,1.0,,69.0%,3.4,Yes,Yes,73.0,59.0, NotPlaced ,
3687.0,8.6,,3.0,,85.0,4.2,False,Yes,68.0,83.0, NotPlaced ,
533.0,missing,0.0,1.0,,73.0,4.4,No,Yes,,67.0,,
2210.0,8.3,,,2.0,85.0,4.8,1,Yes,71.0,, Placed ,
4092.0,8.6,1.0,1.0,0.0,87.0,4.8,No,Yes,69.0,82.0, Yes ,
7235.0,8.4,1.0,3.0,0.0,86.0,4.7,Yes,Yes,79.0,84.0, Job ,
2264.0,7.4,,1.0,0.0,,,,,68.0,63.0, Unplaced ,
6971.0,7.8,0.0,2.0,1.0,,4.4,True,Yes,73.0,88.0, Placed ,
4549.0,7.7,One,3.0,2.0,81.0,,True,,55.0,73.0, NotPlaced ,
7324.0,8.1,2.0,,0.0,87.0,4.4,,Yes,69.0,78.0, placed ,
,7.5,1.0,2.0,0.0,Score: 74.0,4.3,True,,,, No ,
4028.0,7.6,One,1.0,0.0,Score: 72.0,4.0,0,Yes,,67.0, NP ,
9013.0,,1.0,1.0,0.0,,4.2,Yes,Yes,64.0,64.0, NP ,
8706.0,-6.6,,1.0,1.0,68.0,3.5,No,No,64.0,73.0, Employed ,
5233.0,7.4,One,1.0,1.0,68.0,4.1,Yes,Yes,55.0,67.0,,
9148.0,7.7/10,1.0,1.0,1.0,69.0,3.9,,Yes,,71.0, Unemployed ,
4816.0,7.2,2.0,,1.0,-1,4.0,Y,Yes,,83.0, NotPlaced ,
,8.5,,3.0,2.0,88.0,4.8,0,,,, Job ,
7456.0,7.8,1.0,2.0,0.0,73.0,4.5,Yes,Yes,83.0,75.0, Placed ,
497.0,7.0,One,2.0,,75.0,4.6,1,Yes,,67.0,,
8335.0,6.5,,3.0,0.0,81.0,3.5,Y,Yes,55.0,62.0, NotPlaced ,
,8.2,One,1.0,1.0,84.0,3.9,Yes,Yes,61.0,60.0, Placed ,
7160.0,,2.0,,1.0,,4.4,,,77.0,67.0, PLACED ,
2246.0,8.0,One,2.0,1.0,83.0%,,N,Yes,,, Placed ,
7097.0,8.2,,3.0,2.0,90.0,,yes,Yes,84.0,88.0, Job ,
7504.0,8.0,2.0,3.0,,87.0,3.7,,Yes,72.0,, PLACED ,
9587.0,6.7,0.0,3.0,,90.0,,0,Yes,79.0,65.0, Unplaced ,
2668.0,6.5,0.0,1.0,,60.0,3.2,No,No,,74.0, PLACED ,
,7.7,One,,2.0,,4.7,Y,No,71.0,65.0, NotPlaced ,
5460.0,missing,2.0,2.0,2.0,90.0,,,No,,, Placed ,
8898.0,8.1,,3.0,3.0,88.0,4.3,T,Yes,84.0,83.0, Placed ,
7588.0,7.5,0.0,1.0,,,4.4,No,No,55.0,66.0, NotPlaced ,
7717.0,7.4,Zero,2.0,1.0,66.0,3.7,No,No,73.0,68.0, NotPlaced ,
3325.0,8.3,1.0,3.0,,90.0,4.8,T,,79.0,87.0,,
,,1.0,,,79.0,4.7,,Yes,55.0,71.0, P ,
8012.0,6.5,1.0,3.0,2.0,-1,4.5,False,No,72.0,82.0, Placed ,
4478.0,7.2,1.0,1.0,,Score: 84.0,4.3,Yes,Yes,63.0,67.0, NP ,
7078.0,,2.0,3.0,2.0,90.0%,4.7,N,,,87.0, NotPlaced ,
8380.0,,,3.0,,Score: 79.0,4.4,Yes,Yes,75.0,85.0, Idle ,
,8.0,One,2.0,1.0,85.0%,4.5,,Yes,66.0,71.0, NotPlaced ,
,7.9,One,2.0,1.0,77.0%,4.4,,No,,64.0, Employed ,
252.0,6.5,One,1.0,0.0,68.0,4.3,No,Yes,55.0,70.0, Idle ,
8467.0,8.4,Two,,2.0,90.0,4.8,1,No,82.0,82.0, Idle ,
5686.0,,Zero,3.0,2.0,88.0,4.8,,Yes,74.0,, Not Placed ,
1983.0,,,2.0,1.0,69.0,4.1,T,No,57.0,63.0, P ,
,8.2,Zero,3.0,2.0,-1,4.8,,Yes,70.0,,,
,approx 8.1,2.0,3.0,2.0,90.0,3.7,True,,78.0,77.0, Idle ,
8453.0,,Two,3.0,2.0,90.0,4.8,no,No,76.0,88.0, placed ,
6447.0,approx 7.7,,2.0,0.0,71.0,4.0,Yes,Yes,57.0,,,
,8.3,One,1.0,,,3.6,1,Yes,74.0,68.0, PLACED ,
5202.0,8.0,,1.0,0.0,,3.3,N,Yes,,70.0, NotPlaced ,
7605.0,8.0,0.0,3.0,2.0,90.0,4.8,Yes,Yes,,82.0, P ,
5108.0,,,3.0,2.0,-1,,0,Yes,82.0,, No ,
353.0,6.6,1.0,2.0,0.0,,4.0,False,No,55.0,68.0, Unplaced ,
8001.0,8.6,2.0,3.0,2.0,,4.8,Yes,Yes,85.0,78.0, Employed ,
,6.8,0.0,,0.0,86.0,4.0,No,No,55.0,71.0, Job ,
6742.0,-8.4,Zero,,2.0,90.0,4.8,no,Yes,,, Unplaced ,
8630.0,6.5,Two,3.0,2.0,80.0%,4.0,no,,72.0,86.0,,
,6.5,One,2.0,0.0,,4.1,No,No,55.0,70.0, P ,
2398.0,7.4,1.0,,0.0,87.0,3.5,False,,61.0,67.0,,
9098.0,7.6,1.0,2.0,,72.0%,4.4,No,,57.0,64.0,,
,8.4,Two,3.0,2.0,87.0,,,No,87.0,87.0, Placed ,
332.0,8.5,1.0,2.0,1.0,Score: 71.0,,N,Yes,78.0,69.0, Idle ,
1821.0,8.5,,3.0,2.0,90.0%,4.5,yes,,75.0,, Placed ,
3862.0,8.9/10,One,3.0,2.0,Score: 90.0,4.8,N,Yes,68.0,85.0, NP ,
7674.0,6.5,1.0,2.0,0.0,,4.0,no,Yes,DATA_SHIFT_ERROR,75.0, NotPlaced ,
9678.0,7.4,1.0,1.0,0.0,68.0%,3.9,T,Yes,,, placed ,
,8.4,One,,3.0,89.0,4.8,,Yes,84.0,72.0, Placed ,
5606.0,8.7,,3.0,2.0,83.0,4.8,False,,79.0,86.0, Placed ,
4090.0,approx 7.4,1.0,2.0,1.0,,4.8,T,Yes,55.0,58.0, NotPlaced ,
1909.0,,1.0,2.0,,,4.8,False,Yes,55.0,67.0, Placed ,
7379.0,8.5,1.0,,2.0,,4.5,No,Yes,89.0,77.0, Unplaced ,
8952.0,6.5,,2.0,,72.0,4.0,Yes,Yes,68.0,76.0, Placed ,
,missing,1.0,3.0,2.0,82.0,4.8,Yes,,,83.0, placed ,
6658.0,7.8,,2.0,0.0,-1,4.8,T,,84.0,84.0, placed ,
5905.0,approx 8.0,,3.0,0.0,Score: 90.0,,no,No,,80.0, placed ,
9922.0,,1.0,1.0,0.0,-1,,Y,No,,63.0,,
9582.0,7.7,One,2.0,0.0,73.0,4.8,yes,Yes,78.0,71.0, Job ,
3536.0,8.4/10,1.0,1.0,0.0,90.0,,Y,Yes,,, P ,
4465.0,7.2,1.0,,0.0,77.0,4.6,,Yes,75.0,75.0, Yes ,
6103.0,,Zero,3.0,2.0,,4.8,1,Yes,76.0,72.0, NotPlaced ,
9232.0,8.0,,3.0,1.0,82.0,4.4,Yes,Yes,73.0,, NotPlaced ,
5405.0,,One,1.0,1.0,79.0,4.3,,No,55.0,75.0,,
6591.0,7.7,,3.0,,,,Yes,,,82.0, Placed ,
4049.0,7.3,Zero,1.0,0.0,Score: 82.0,,True,Yes,55.0,, NotPlaced ,
1800.0,6.7,,,0.0,Score: 66.0,3.9,T,No,58.0,68.0, P ,
8877.0,8.0,1.0,3.0,2.0,90.0,4.7,True,Yes,74.0,88.0, Yes ,
9044.0,6.5,,,0.0,-1,,no,Yes,59.0,59.0, No ,
7556.0,,,3.0,,81.0,3.9,Yes,Yes,82.0,84.0, Placed ,
7090.0,7.6,,2.0,1.0,,3.8,Yes,Yes,74.0,86.0, NotPlaced ,
4002.0,6.5,1.0,2.0,0.0,,4.0,F,No,,63.0, Employed ,
3292.0,8.3,0.0,3.0,2.0,,,T,Yes,83.0,84.0, Placed ,
4700.0,missing,1.0,2.0,1.0,71.0,,Yes,Yes,56.0,62.0, Placed ,
3112.0,missing,2.0,3.0,0.0,66.0,4.2,False,No,63.0,58.0, Unplaced ,
7837.0,,1.0,2.0,2.0,81.0,3.8,Yes,Yes,78.0,85.0, NP ,
4520.0,6.7,,,0.0,77.0,4.6,No,No,55.0,64.0, Not Placed ,
9811.0,7.6,One,2.0,1.0,75.0,4.7,False,Yes,,68.0, NotPlaced ,
1840.0,6.9,1.0,2.0,0.0,73.0,4.2,N,No,55.0,57.0, NotPlaced ,
460.0,7.8,2.0,3.0,2.0,Score: 84.0,4.1,False,Yes,76.0,80.0, Placed ,
7089.0,,One,1.0,0.0,,4.2,,No,55.0,82.0, NotPlaced ,
7106.0,8.2,Two,3.0,2.0,89.0%,,No,No,,82.0, Placed ,
7606.0,8.0,2.0,,2.0,80.0,,,No,,63.0, NotPlaced ,
,8.2,1.0,3.0,,,4.8,,Yes,77.0,80.0, No ,
1666.0,8.6,1.0,2.0,0.0,,,yes,Yes,74.0,76.0, Placed ,
4273.0,7.6,One,1.0,3.0,,4.0,False,,55.0,69.0, NotPlaced ,
,7.5,One,2.0,0.0,75.0,3.9,False,No,56.0,66.0, NotPlaced ,
722.0,7.6,,2.0,0.0,86.0,4.0,no,Yes,62.0,70.0, Yes ,
5190.0,7.4,0.0,,,80.0,4.3,N,Yes,63.0,,,
3363.0,-8.1,One,,0.0,Score: 79.0,4.1,Y,Yes,85.0,68.0, NotPlaced ,
667.0,8.7,2.0,3.0,2.0,,4.8,,Yes,,84.0, Placed ,
,8.6,2.0,3.0,2.0,90.0,4.8,no,Yes,,, NotPlaced ,
3861.0,6.5,1.0,,0.0,,3.9,F,Yes,61.0,67.0, Not Placed ,
2634.0,7.5,,1.0,0.0,80.0,4.7,,No,56.0,82.0, Placed ,
6956.0,approx 8.1,Two,,2.0,,4.6,,Yes,71.0,, Placed ,
2073.0,-6.7,1.0,,0.0,81.0,4.6,Y,Yes,57.0,70.0, Placed ,
5979.0,8.3,2.0,3.0,2.0,90.0,4.8,,Yes,85.0,82.0,,
5687.0,missing,0.0,2.0,0.0,84.0,4.7,1,,61.0,69.0,,
4753.0,7.4,1.0,2.0,0.0,76.0,3.5,No,Yes,,60.0, NotPlaced ,
7516.0,8.1,2.0,3.0,2.0,,4.8,Yes,No,79.0,88.0, Placed ,
8833.0,83.0,2.0,3.0,2.0,90.0,4.8,Yes,Yes,62.0,84.0, NP ,
8897.0,8.2,One,3.0,,90.0,,Yes,Yes,76.0,82.0, Placed ,
1145.0,8.1,1.0,1.0,1.0,71.0,4.7,Yes,Yes,,, placed ,
3941.0,missing,One,1.0,1.0,81.0,4.5,Yes,Yes,70.0,62.0, Yes ,
6753.0,8.2,,1.0,,82.0,4.1,Yes,Yes,57.0,71.0, NotPlaced ,
5781.0,missing,One,3.0,0.0,88.0,4.5,,Yes,78.0,67.0,,
5008.0,6.5,0.0,3.0,0.0,88.0,4.8,False,Yes,85.0,, Placed ,
9193.0,7.8,2.0,,2.0,,4.5,,No,84.0,81.0, Unemployed ,
7483.0,7.7,1.0,2.0,1.0,,,no,Yes,,, No ,
5860.0,-8.5,0.0,3.0,,90.0,,False,Yes,55.0,62.0, P ,
6448.0,missing,One,2.0,0.0,88.0,4.7,Y,,,86.0, NP ,
8865.0,7.5,0.0,,2.0,74.0,4.0,1,Yes,55.0,72.0, NotPlaced ,
416.0,6.5,,,1.0,80.0,3.8,No,Yes,,65.0, P ,
761.0,7.5,1.0,1.0,,79.0,3.7,False,No,55.0,58.0, NP ,
,7.9,,3.0,0.0,-1,4.8,,No,,82.0, Placed ,
8171.0,7.5,One,2.0,0.0,83.0,4.7,No,Yes,62.0,83.0, Yes ,
8061.0,,2.0,3.0,0.0,81.0,4.6,,,80.0,69.0, Placed ,
438.0,8.4/10,2.0,,2.0,,4.8,Yes,Yes,82.0,86.0, No ,
756.0,7.8,One,,3.0,87.0,4.4,Yes,Yes,75.0,84.0, NP ,
307.0,7.9,Zero,3.0,2.0,Score: 90.0,4.8,N,Yes,68.0,83.0, Placed ,
3910.0,82.0,1.0,3.0,2.0,89.0,4.4,yes,Yes,73.0,69.0, placed ,
,approx 6.6,,3.0,1.0,90.0,4.4,F,,,71.0, PLACED ,
,missing,1.0,3.0,1.0,88.0,4.8,Yes,Yes,81.0,85.0, Employed ,
2052.0,7.6,Zero,,1.0,75.0%,4.2,False,Yes,55.0,63.0, Job ,
7229.0,missing,One,1.0,1.0,70.0%,4.3,Y,No,55.0,75.0, NotPlaced ,
,8.5,2.0,2.0,0.0,86.0,4.3,Yes,Yes,80.0,86.0, placed ,
,-8.0,Two,2.0,0.0,84.0,4.7,,,64.0,88.0,,
7272.0,7.6,One,2.0,0.0,66.0,4.5,T,Yes,,76.0, NotPlaced ,
7622.0,8.5,One,3.0,2.0,90.0,4.7,,,69.0,86.0, Placed ,
3224.0,7.8,,3.0,2.0,82.0,4.5,1,Yes,60.0,, Placed ,
4701.0,,0.0,1.0,1.0,,3.6,,No,55.0,70.0, placed ,
910.0,8.6,One,3.0,,87.0,,no,Yes,77.0,74.0, Unplaced ,
3754.0,6.5,1.0,,,Score: 68.0,4.3,T,,56.0,69.0, Not Placed ,
,,One,2.0,0.0,,4.8,No,,82.0,63.0, Employed ,
9641.0,7.6,0.0,1.0,1.0,-1,4.1,No,No,61.0,,,
9360.0,7.6,One,2.0,1.0,-1,4.1,F,No,55.0,74.0, placed ,
,,1.0,,0.0,66.0,3.9,Yes,Yes,55.0,, NP ,
8228.0,8.3/10,2.0,1.0,2.0,,4.4,F,,,86.0, NotPlaced ,
7861.0,7.7,1.0,1.0,0.0,74.0,4.2,F,Yes,86.0,64.0,,
447.0,7.7,One,3.0,,75.0,4.6,N,Yes,74.0,63.0, Employed ,
3814.0,,0.0,,0.0,,4.2,,No,59.0,76.0, Idle ,
6430.0,8.5,1.0,1.0,2.0,77.0,4.6,,Yes,55.0,82.0,,
